"Forfatter-Escritor","Land-País","Tittel1-Título","1","Sjanger-Género","Oversetter-Traductor","Tittel2-Título","Utgivelsessted-Lugar de publicación","Utgivelsesår2-Año de publicación","Forlag-Editorial","For- eller Etterord-Prólogo o Epílogo","Språk-Idioma"
"Vega Carpio, Félix Lope de (1626-1635)","España","""Desmayarse, atreverse, estar furioso"", en/i Sainz de Robles, Federico Carlos (1967). Historia y antología de la poesía española (en lengua castellana). Tomo 1. Madrid: Aguilar","","Lyrikk/Poesía","Näumann, Kari","""Bli motløs, frekk, til ilter avmakt bragt"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","Oslo","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Vega Carpio, Félix Lope de (1626-1635)","España","""A la noche"", en/i Sainz de Robles, Federico Carlos (1967). Historia y antología de la poesía española (en lengua castellana). Tomo 1. Madrid: Aguilar","","Lyrikk/Poesía","Näumann, Kari","""Til natten"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","Oslo","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Vega Carpio, Félix Lope de (1626-1635)","España","""¿Qué tengo yo que mi amistad procuras?"", en/i Sainz de Robles, Federico Carlos (1967). Historia y antología de la poesía española (en lengua castellana). Tomo 1. Madrid: Aguilar","","Lyrikk/Poesía","Näumann, Kari","""Hvem er vel jeg, som du vil ha til venn?"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Vega Carpio, Félix Lope de (1626-1635)","España","""Pastor que con tus silbos amorosos"", en/i Sainz de Robles, Federico Carlos (1967). Historia y antología de la poesía española (en lengua castellana). Tomo 1. Madrid: Aguilar","","Lyrikk/Poesía","Näumann, Kari","""Du hyrde, som med kjærlighet og fløytespill"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","Oslo","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Vega Carpio, Félix Lope de (1626-1635)","España","""A mis soledades voy"", en/i Sainz de Robles, Federico Carlos (1967). Historia y antología de la poesía española (en lengua castellana). Tomo 1. Madrid: Aguilar","","Lyrikk/Poesía","Näumann, Kari","""Jeg går til min ensomhet"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","Oslo","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Quevedo y Villegas, Francisco de (1580-1645)","España","""Rosal, menos presunción"", en/i Díaz-Plaja, Guillermo (1969). Antología mayor de la literatura española. Tomo 1. Madrid: Labor","","Lyrikk/Poesía","Näumann, Kari","""Rosenbusk, vær mindre stolt"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","Oslo","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Quevedo y Villegas, Francisco de (1580-1645)","España","""A una nariz"", en/i Díaz-Plaja, Guillermo (1969). Antología mayor de la literatura española. Tomo 1. Madrid: Labor","","Lyrikk/Poesía","Näumann, Kari","""Til en nese"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","Oslo","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Quevedo y Villegas, Francisco de (1580-1645)","España","""Epístola satírica y censoria contra las costumbres presentes de los castellanos, escrita a don Gaspar de Guzmán, Conde de Olivares, en su valimiento"", en/i Quevedo, Francisco de (1990). Antología poética. Madrid: Castalia","","Lyrikk/Poesía","Näumann, Kari","""Satirisk og dadlende epistel rettet mot spanjolenes sedvaner, skrevet til Don Gaspar de Guzmán, Conde de Olivares, kongens favoritt"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","Oslo","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Quevedo y Villegas, Francisco de (1580-1645)","España","""Afectos varios de su corazón fluctuando en las ondas de los cabellos de Lisi"", en/i Wardropper, Bruce W. (ed) (1983). Spanish poetry of the golden age. New York: Appleton-Century-Crofts","","Lyrikk/Poesía","Näumann, Kari","""Hjertets forskjellige følelser idet det flyter rundt på bølgene i Lisis hår"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","Oslo","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Quevedo y Villegas, Francisco de (1580-1645)","España","""Comunicación de amor invisible por los ojos"", en/i Wardropper, Bruce W. (ed) (1983). Spanish poetry of the golden age. New York: Appleton-Century-Crofts","","Lyrikk/Poesía","Näumann, Kari","""Usynlig kjærlighet formidlet gjennom øynene"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","Oslo","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Quevedo y Villegas, Francisco de (1580-1645)","España","""Miré los muros de la patria mía"", en/i Díaz-Plaja, Guillermo (1969). Antología mayor de la literatura española. Tomo 1. Madrid: Labor","","Lyrikk/Poesía","Näumann, Kari","""Jeg så meg om og så mitt fødested"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","Oslo","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Quevedo y Villegas, Francisco de (1580-1645)","España","""¡Cómo de entre mis manos te resbalas!"", en/i Quevedo, Francisco de (1990). Antología poética. Madrid: Castalia","","Lyrikk/Poesía","Näumann, Kari","""Å, hvor du svinner uy av mine hender!"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","Oslo","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Quevedo y Villegas, Francisco de (1580-1645)","España","""Ya formidable y espantoso suena"", en/i Díaz-Plaja, Guillermo (1969). Antología mayor de la literatura española. Tomo 1. Madrid: Labor","","Lyrikk/Poesía","Näumann, Kari","""Nå kimer skremmende min siste dag"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","Oslo","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Quevedo y Villegas, Francisco de (1580-1645)","España","""Amor constante más allá de la muerte"", en/i Díaz-Plaja, Guillermo (1969). Antología mayor de la literatura española. Tomo 1. Madrid: Labor","","Lyrikk/Poesía","Näumann, Kari","""Evig kjærkighet hinsides døden"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","Oslo","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Jáuregui, Juan de (1583-1641)","España","""A una dama antigua, flaca y fea"", en/i Sainz de Robles, Federico Carlos (1967). Historia y antología de la poesía española (en lengua castellana). Tomo 1. Madrid: Aguilar","","Lyrikk/Poesía","Näumann, Kari","""Til en gammel, mager og stygg dame"", en/i Spansk gullalder. Renessanse- og Barokk- diktning","Oslo","1993","Den norske lyrikklubben"," Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Quirós, Pedro de (?1601-?1670)","España","""A una rosa que nació en una calavera"", en/i Wardropper, Bruce W. (ed) (1983). Spanish poetry of the golden age. New York: Appleton-Century-Crofts","","Lyrikk/Poesía","Näumann, Kari","""Til en rose som vokser i en hodeskalle"", en/i Spansk gullalder. Renessanse - og Barokk - diktning","Oslo","1993","Den norske lyrikklubben","Hansen, Inger Elisabeth - Rosamaría Paasche (Forord)","Norsk bokmål/Noruego"
"Manrique, Jorge (1440?-1479)","España","""Coplas por la muerte de su padre""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Sørgesang ved hans fras død"", en/i Spanske stemmer","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Montesino, Antonio (ca. 1450-1513?)","España","""La noche santa""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Den Hellige natt""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Anónimo (1400?, Romancero viejo)","España","""Romance del prisionero""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Balladen om fangen""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Anónimo (1400?, Romancero viejo)","España","""Romance del conde Arnaldos""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Balladen om grev Arnaldos""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Anónimo (1400?, Romancero viejo)","España","""Romance de Abenámar""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Balladen om don Rodrigo""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Anónimo (1400?, Romancero viejo)","España","""Romance de don Rodrigo""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Balladen om infantene fra Lara""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Boscán, Juan (1495-1542)","España","""Soneto 70. Como'l patrón que, 'n golfo navegando,""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Sonett""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Vega, Garcilaso de la (1498/1503-1536)","España","""Soneto V. Escrito'stá en mi alma vuestro gesto""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Sonett V""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Vega, Garcilaso de la (1498/1503-1536)","España","""Soneto XXIII. En tanto que de rosa y azucena""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Sonett XXIII""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"León, Fray Luis de (1527-1591)","España","""Oda III. A Francisco de Salinas""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Ode til Francisco Salinas""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Torre, Francisco de la (¿1534-1594?)","España","""¡Noche, que en tu amoroso y dulce olvido""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Sonett""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Góngora y Argote, Luis de (1561-1627)","España","""Mientras por competir con tu cabello"", en/i Sainz de Robles, Federico Carlos (1967). Historia y antología de la poesía española (en lengua castellana). Tomo 1. Madrid: Aguilar","1582","Lyrikk/Poesía","Lorentzen, Eva M.","","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Góngora y Argote, Luis de (1561-1627)","España","""Cosas, Celalba mía, he visto extrañas"", en/i Sainz de Robles, Federico Carlos (1967). Historia y antología de la poesía española (en lengua castellana). Tomo 1. Madrid: Aguilar","","Lyrikk/Poesía","Lorentzen, Eva M.","","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Vega Carpio, Félix Lope de (1626-1635)","España","""¿Qué tengo yo, que mi amistad procuras?""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Sonett""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Vega Carpio, Félix Lope de (1626-1635)","España","""Maya""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Maisang""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Bécquer, Gustavo Adolfo (836-1870)","España","""Rima II. Saeta que voladora""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Rima II""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Bécquer, Gustavo Adolfo (836-1870)","España","""Rima LIII. Volverán las oscuras golondrinas""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Rima LIII""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Bécquer, Gustavo Adolfo (836-1870)","España","""Rima LVI. Hoy como ayer, mañana como hoy, ""","","Lyrikk/Poesía","Lorentzen, Eva M.","""Rima LVI""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Castro, Rosalía de (1837-1885)","España","""Cenicientas las aguas"", en/i Castro, Rosalía de (1972). Obras completas. Madrid: Aguilar","1884","Lyrikk/Poesía","Lorentzen, Eva M.","""Askegrått er vannet"", en/i Spanske stemmer","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Castro, Rosalía de (1837-1885)","España","""Aún otra amarga rosa""","1884","Lyrikk/Poesía","Lorentzen, Eva M.","""Enda en bitter dråpe""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Castro, Rosalía de (1837-1885)","España","""En los celos del órgano""","1884","Lyrikk/Poesía","Lorentzen, Eva M.","""I orgelets gjenklang""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Unamuno, Miguel de (1864-1936)","España","""Castilla""","1907","Lyrikk/Poesía","Lorentzen, Eva M.","""Castilla""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Unamuno, Miguel de (1864-1936)","España","""Al niño enfermo""","1907","Lyrikk/Poesía","Lorentzen, Eva M.","""Til det syke barn""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Machado, Antonio (1875-1937)","España","""Yo voy soñando caminos"", en/i Machado, Antonio (1958). Poesías completas. Buenos Aires: Losada","18991907","Lyrikk/Poesía","Lorentzen, Eva M.","""Jeg vandrer i drømme langs veier""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Machado, Antonio (1875-1937)","España","""La plaza y los naranjos""","18991907","Lyrikk/Poesía","Lorentzen, Eva M.","""Plassenog de runde, lattermilde frukter""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Machado, Antonio (1875-1937)","España","""Daba el reloj las doce""","18991907","Lyrikk/Poesía","Lorentzen, Eva M.","""Tolv slag slo klokken""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Machado, Antonio (1875-1937)","España","""Como se fue el maestro""","19071917","Lyrikk/Poesía","Lorentzen, Eva M.","""Til don Francisco Giner de los Ríos"", en/Spanske stemmer","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Jiménez, Juan Ramón (1881-1958)","España","""Tristeza dulce del campo""","19031905","Lyrikk/Poesía","Lorentzen, Eva M.","""Vemodig landskap""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Jiménez, Juan Ramón (1881-1958)","España","""No dejes ir un día""","19161917","Lyrikk/Poesía","Lorentzen, Eva M.","""La ingen dag gå fra deg""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Felipe Camino, León (1884-1968)","España","""Pie para el niño de Vallecas"", en/i Felipe, León (1975). Obra poética escogida. Madrid: Espasa Calpe","1930","Lyrikk/Poesía","Lorentzen, Eva M.","""Innskrift til 'Gutten fra Vallecas' av Velázquez""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Salinas, Pedro (1892-1951)","España","""Pérdoname por ir así buscándote""","1934","Lyrikk/Poesía","Lorentzen, Eva M.","""Tilgi meg at jeg slik går og søker deg""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"García Lorca, Federico (1898-1936)","España","""Canción primaveral"", en/i García Lorca, Federico (1969). Obras completas. Madrid: Aguilar","1921","Lyrikk/Poesía","Lorentzen, Eva M.","""Vårsang"", en/i Spanske stemmer","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"García Lorca, Federico (1898-1936)","España","""Canción del jinete""","1927","Lyrikk/Poesía","Lorentzen, Eva M.","""Ryttersang""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Aleixandre, Vicente (1898-1984)","España","""Óleo ('Niño de Vallecas')","1962","Lyrikk/Poesía","Lorentzen, Eva M.","""Oljemaleri ('Gutten fra Vallecas' av Velázquez)""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Cernuda, Luis (1902-1964)","España","""Tierra nativa""","19411944","Lyrikk/Poesía","Lorentzen, Eva M.","""Hjemstavn""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Alberti, Rafael (1902-1999)","España","""Velázquez""","1945","Lyrikk/Poesía","Lorentzen, Eva M.","""Velázquez""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Altolaguirre, Manuel (1905-1959)","España","""Era mi dolor tan alto"", en/i Altolaguirre, Manuel (1960). Poesías completas (1926-59). México DF:  Tezontle","1930","Lyrikk/Poesía","Lorentzen, Eva M.","""Så høyt opp raget min sorg""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Goytisolo, José Agustín (1928)","España","""Aquellas palabras""","1960","Lyrikk/Poesía","Lorentzen, Eva M.","""De ordene""","Oslo","1995","Solum Forlag","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Anónimo (1547, Cancionero de romances)","España","""Romance del conde Arnaldos""","1400","Lyrikk/Poesía","Lorentzen, Eva M.","""Grev Arnaldos""","Oslo","2006","Ascheoug & CO","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Anónimo (1547, Cancionero de romances)","España","""Romance del prisionero""","1400","Lyrikk/Poesía","Lorentzen, Eva M.","""Fangen"", en/i Gamle spanske romancer - en dikterisk skatt","Oslo","2006","Ascheoug & CO","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Anónimo (1511, Cancionero general)","España","""Romance de Fontefrida""","1400","Lyrikk/Poesía","Lorentzen, Eva M.","""Kjølig kilde"", en/i Gamle spanske romancer - en dikterisk skatt","Oslo","2006","Ascheoug & CO","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Juan del Encina (1468-1529?)","España","""Romance del enamorado y la muerte""","1400","Lyrikk/Poesía","Lorentzen, Eva M.","""Den elskende og Døden"", en/i Gamle spanske romancer - en dikterisk skatt","Oslo","2006","Ascheoug & CO","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
"Anónimo  (1547, Cancionero de romances)","España","""Yo me levantara madre""","1400","Lyrikk/Poesía","Lorentzen, Eva M.","""Opp jeg stod en morgen, moder"", en/i Gamle spanske romancer - en dikterisk skatt","Oslo","2006","Ascheoug & CO","Lorentzen, Eva M. (Innledning)","Norsk bokmål/Noruego"
